symbol,timestamp,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty
BTCUSDT,2025-03-15 19:36:26.889,84223.45,0.45526,84223.46,3.8593
ETHUSDT,2025-03-15 22:39:42.667,1942.2,0.4513,1942.21,110.839
BTCUSDT,2025-03-16 04:27:47.539,84360.0,0.14399,84360.01,5.89267
XRPUSDT,2025-03-15 20:28:01.137,2.4144,9166.0,2.4145,4887.0
ETHUSDT,2025-03-15 20:16:44.282,1945.41,52.0911,1945.42,5.1954
BNBUSDT,2025-03-16 02:56:58.941,612.84,23.754,612.85,0.125
ETHUSDT,2025-03-16 02:03:43.519,1923.85,0.0139,1923.86,79.7317
LTCUSDT,2025-03-15 22:57:47.806,93.11,102.806,93.12,0.874
LTCUSDT,2025-03-16 01:15:18.819,92.47,171.951,92.48,0.127
BTCUSDT,2025-03-15 20:26:00.635,84417.44,5.84723,84417.45,0.2265
XRPUSDT,2025-03-16 07:19:37.813,2.3744,6898.0,2.3745,5266.0
XRPUSDT,2025-03-15 19:05:16.358,2.3983,275.0,2.3984,4603.0
XRPUSDT,2025-03-16 01:13:18.385,2.4031,7842.0,2.4032,4747.0
BTCUSDT,2025-03-16 02:41:54.669,84095.07,0.11025,84095.08,3.54695
BTCUSDT,2025-03-15 20:47:28.314,84369.95,2.38073,84369.96,0.61354
ETHUSDT,2025-03-15 18:40:54.885,1934.98,27.2592,1934.99,36.0449
XRPUSDT,2025-03-15 23:23:56.046,2.3872,21102.0,2.3873,130.0
BNBUSDT,2025-03-15 21:13:05.409,617.39,11.008,617.4,6.521
ETHUSDT,2025-03-15 23:00:50.323,1943.74,40.442,1943.75,34.8127
BNBUSDT,2025-03-15 21:42:38.306,618.54,7.222,618.55,5.746
BNBUSDT,2025-03-16 00:31:02.289,618.62,1.509,618.63,33.171
BTCUSDT,2025-03-16 05:59:15.260,84379.16,7.92732,84379.17,1.08747
XRPUSDT,2025-03-16 02:35:53.289,2.3767,6963.0,2.3768,2800.0
XRPUSDT,2025-03-16 03:02:00.352,2.37,12884.0,2.3701,2672.0
BNBUSDT,2025-03-16 03:04:00.811,610.81,41.487,610.82,0.036
XRPUSDT,2025-03-15 20:30:01.614,2.4151,7571.0,2.4152,7478.0
BTCUSDT,2025-03-16 06:29:23.813,84330.12,1.80061,84330.13,2.53418
BTCUSDT,2025-03-15 18:44:55.776,84204.74,0.12561,84204.75,5.76919
ETHUSDT,2025-03-16 07:01:32.044,1928.15,10.4741,1928.16,61.3975
BTCUSDT,2025-03-16 04:11:38.872,84391.81,2.39841,84391.82,3.77036
BNBUSDT,2025-03-15 19:48:52.099,611.76,4.014,611.77,16.943
LTCUSDT,2025-03-16 04:15:40.626,92.46,111.792,92.47,5.917
ETHUSDT,2025-03-16 06:40:26.186,1933.15,1.0001,1933.16,60.1846
ETHUSDT,2025-03-15 22:52:46.611,1941.61,8.3774,1941.62,72.4124
ETHUSDT,2025-03-16 00:53:11.388,1938.46,46.5511,1938.47,28.4102
BNBUSDT,2025-03-16 01:19:19.764,615.76,0.134,615.77,32.699
LTCUSDT,2025-03-15 22:13:19.330,93.24,70.151,93.25,11.233
XRPUSDT,2025-03-16 07:00:31.817,2.3892,165.0,2.3893,18308.0
BTCUSDT,2025-03-15 19:14:20.889,84207.54,2.07737,84207.55,1.90613
LTCUSDT,2025-03-16 05:50:11.372,92.4,95.679,92.41,38.144
BNBUSDT,2025-03-15 18:39:54.639,611.94,0.11,611.95,22.773
BTCUSDT,2025-03-16 03:17:05.474,84081.65,5.45898,84081.66,0.23719
BNBUSDT,2025-03-15 19:31:25.770,611.42,20.672,611.43,0.917
XRPUSDT,2025-03-16 04:39:51.297,2.3883,7928.0,2.3884,5429.0
LTCUSDT,2025-03-16 03:09:01.985,91.77,61.754,91.78,28.6
XRPUSDT,2025-03-16 04:12:39.636,2.3894,23272.0,2.3895,813.0
BTCUSDT,2025-03-16 07:06:33.676,84224.4,3.47317,84224.41,10.37137
ETHUSDT,2025-03-16 04:29:47.992,1926.62,35.2647,1926.63,85.8871
LTCUSDT,2025-03-15 20:40:19.366,93.19,84.179,93.2,2.844
BTCUSDT,2025-03-16 06:24:22.643,84350.0,2.59506,84350.01,3.46117
BNBUSDT,2025-03-15 19:42:42.989,611.27,2.293,611.28,20.437
ETHUSDT,2025-03-16 04:00:35.995,1927.21,89.4595,1927.22,24.4657
LTCUSDT,2025-03-15 23:51:28.657,92.49,65.211,92.5,16.512
ETHUSDT,2025-03-16 02:39:54.194,1926.45,2.5164,1926.46,121.4848
ETHUSDT,2025-03-15 21:10:46.052,1944.59,12.1887,1944.6,58.5783
LTCUSDT,2025-03-15 22:48:44.850,93.05,11.504,93.06,43.722
XRPUSDT,2025-03-16 02:07:44.502,2.3716,26.0,2.3717,12235.0
XRPUSDT,2025-03-16 01:49:39.724,2.3912,493.0,2.3913,24249.0
XRPUSDT,2025-03-16 06:24:22.651,2.3908,2675.0,2.3909,5141.0
XRPUSDT,2025-03-15 19:02:15.634,2.4004,18859.0,2.4005,189.0
BNBUSDT,2025-03-15 20:31:02.256,612.96,7.772,612.97,9.474
BNBUSDT,2025-03-15 21:50:40.882,618.15,16.4,618.16,2.415
BTCUSDT,2025-03-16 07:07:33.911,84155.8,3.83732,84155.81,2.03616
BTCUSDT,2025-03-16 01:06:15.432,84254.84,0.40935,84254.85,4.684
BTCUSDT,2025-03-16 07:11:34.922,84080.0,2.23041,84080.01,5.80336
LTCUSDT,2025-03-16 02:47:56.855,91.76,78.979,91.77,113.963
ETHUSDT,2025-03-15 20:52:37.800,1944.94,25.9962,1944.95,31.7857
BNBUSDT,2025-03-16 05:23:04.902,608.12,14.439,608.13,3.443
BTCUSDT,2025-03-16 05:38:08.503,84386.63,5.27908,84386.64,0.39071
LTCUSDT,2025-03-16 04:51:56.916,92.35,30.686,92.36,62.752
XRPUSDT,2025-03-15 22:56:47.543,2.4039,1467.0,2.404,30154.0
XRPUSDT,2025-03-16 06:32:24.453,2.3918,3438.0,2.3919,13003.0
XRPUSDT,2025-03-16 00:02:33.271,2.3822,5308.0,2.3823,3203.0
BNBUSDT,2025-03-15 20:39:19.145,612.71,5.901,612.72,0.036
ETHUSDT,2025-03-16 00:45:07.565,1937.45,52.5455,1937.46,8.97
XRPUSDT,2025-03-16 05:11:01.753,2.3863,3873.0,2.3864,9057.0
ETHUSDT,2025-03-16 01:12:17.409,1930.31,16.6088,1930.32,80.4106
ETHUSDT,2025-03-16 05:31:06.782,1931.6,120.9254,1931.61,22.436
ETHUSDT,2025-03-15 19:28:24.277,1932.82,2.1812,1932.83,158.3158
XRPUSDT,2025-03-15 22:09:18.358,2.4139,18.0,2.414,23393.0
XRPUSDT,2025-03-16 01:47:39.273,2.3893,553.0,2.3894,12782.0
BTCUSDT,2025-03-16 05:36:08.029,84383.13,4.96267,84383.14,1.69232
BTCUSDT,2025-03-16 04:09:38.167,84357.8,3.76431,84357.81,2.34271
XRPUSDT,2025-03-16 05:40:08.971,2.388,1895.0,2.3881,22043.0
ETHUSDT,2025-03-16 01:32:32.706,1929.36,5.7634,1929.37,143.4423
BTCUSDT,2025-03-16 03:33:25.649,84136.82,5.58361,84136.83,2.06657
ETHUSDT,2025-03-16 03:01:00.099,1921.93,18.8563,1921.94,54.0324
XRPUSDT,2025-03-15 22:20:23.602,2.4075,4397.0,2.4076,16572.0
BTCUSDT,2025-03-15 21:31:16.741,84400.86,3.52884,84400.87,0.08792
ETHUSDT,2025-03-15 21:25:09.699,1940.65,52.7919,1940.66,24.1688
ETHUSDT,2025-03-15 20:26:00.638,1944.79,16.6341,1944.8,35.7718
BTCUSDT,2025-03-15 23:26:56.690,84300.0,2.14651,84300.01,2.73603
ETHUSDT,2025-03-16 04:53:57.353,1925.26,0.3566,1925.27,105.0323
BNBUSDT,2025-03-15 21:16:06.852,618.02,6.967,618.03,0.129
XRPUSDT,2025-03-16 02:13:46.155,2.369,5442.0,2.3691,13544.0
BTCUSDT,2025-03-15 23:01:50.652,84364.68,0.0031,84364.69,6.05834
BTCUSDT,2025-03-16 01:30:32.252,84160.0,10.72758,84160.01,6.70569
BNBUSDT,2025-03-15 20:17:44.509,613.38,1.425,613.39,5.846
BTCUSDT,2025-03-15 19:31:25.767,84228.47,0.17966,84228.48,5.65437
ETHUSDT,2025-03-16 05:24:05.117,1930.3,46.9499,1930.31,7.7678
ETHUSDT,2025-03-16 07:09:34.472,1923.46,2.0594,1923.47,89.8884
BNBUSDT,2025-03-15 22:58:48.022,615.94,15.258,615.95,0.389
BNBUSDT,2025-03-16 01:12:17.413,615.96,14.414,615.97,2.107
LTCUSDT,2025-03-15 20:47:33.737,93.06,28.701,93.07,26.734
BTCUSDT,2025-03-15 23:20:55.317,84365.53,2.5788,84365.54,1.81788
BTCUSDT,2025-03-16 03:03:00.566,83915.15,7.38714,83915.16,0.00561
LTCUSDT,2025-03-16 01:27:31.599,92.45,0.231,92.46,241.36
BNBUSDT,2025-03-15 18:59:14.629,611.63,3.727,611.64,14.237
XRPUSDT,2025-03-16 00:46:07.785,2.4018,438.0,2.4019,15418.0
LTCUSDT,2025-03-16 06:30:24.025,92.32,0.18,92.33,114.484
BNBUSDT,2025-03-16 07:08:34.228,606.25,1.75,606.26,18.77
BNBUSDT,2025-03-15 22:16:22.726,617.28,1.298,617.29,34.577
XRPUSDT,2025-03-15 21:38:37.388,2.4169,2377.0,2.417,12891.0
XRPUSDT,2025-03-15 21:17:07.808,2.412,249.0,2.4121,21214.0
BTCUSDT,2025-03-16 05:48:10.886,84305.96,3.85828,84305.97,2.26912
XRPUSDT,2025-03-16 03:07:01.521,2.3737,4948.0,2.3738,7615.0
ETHUSDT,2025-03-16 00:33:02.736,1939.59,36.2612,1939.6,27.7682
BNBUSDT,2025-03-16 00:15:50.660,618.76,0.215,618.77,33.005
BTCUSDT,2025-03-13 03:59:30.121,83558.31,2.20732,83558.32,6.1822
BNBUSDT,2025-03-16 06:47:28.179,607.62,3.559,607.63,5.254
ETHUSDT,2025-03-16 02:41:54.672,1925.65,28.6929,1925.66,79.8284
BNBUSDT,2025-03-16 03:11:04.022,609.96,2.808,609.97,19.624
BTCUSDT,2025-03-16 06:37:25.550,84312.25,1.24876,84312.26,3.55011
ETHUSDT,2025-03-16 04:33:48.977,1925.14,32.013,1925.15,100.5584
XRPUSDT,2025-03-16 00:51:10.936,2.4013,14438.0,2.4014,16402.0
BTCUSDT,2025-03-15 23:08:52.262,84386.56,3.00881,84386.57,1.98765
LTCUSDT,2025-03-16 06:31:24.245,92.36,137.994,92.37,0.117
LTCUSDT,2025-03-15 20:19:59.258,93.31,6.55,93.32,64.711
ETHUSDT,2025-03-16 06:19:20.981,1930.25,24.7417,1930.26,11.0753
XRPUSDT,2025-03-16 06:16:20.290,2.391,11953.0,2.3911,184.0
LTCUSDT,2025-03-15 22:20:23.605,93.25,35.545,93.26,52.726
XRPUSDT,2025-03-15 23:35:24.912,2.3863,1235.0,2.3864,9481.0
LTCUSDT,2025-03-16 04:46:54.745,92.39,131.489,92.4,0.12
BTCUSDT,2025-03-15 19:21:22.558,84232.83,1.32816,84232.84,3.40277
BTCUSDT,2025-03-15 19:47:51.798,84314.88,0.26364,84314.89,5.45927
BNBUSDT,2025-03-16 03:42:28.485,610.76,3.027,610.77,26.271
ETHUSDT,2025-03-16 06:00:15.498,1932.0,0.0371,1932.01,96.2383
ETHUSDT,2025-03-16 04:21:45.619,1927.57,12.5631,1927.58,94.7991
BTCUSDT,2025-03-16 05:25:05.372,84397.33,2.82618,84397.34,2.02212
ETHUSDT,2025-03-16 04:59:58.819,1926.73,22.7859,1926.74,73.9544
XRPUSDT,2025-03-16 04:07:37.702,2.3909,16403.0,2.391,139.0
BTCUSDT,2025-03-15 19:55:02.755,84275.49,1.86642,84275.5,2.48686
BNBUSDT,2025-03-16 00:12:49.952,618.41,38.617,618.42,0.053
LTCUSDT,2025-03-15 22:19:23.388,93.26,52.647,93.27,32.7
LTCUSDT,2025-03-15 21:32:16.984,93.41,17.191,93.42,14.946
BNBUSDT,2025-03-15 18:43:55.556,612.15,33.158,612.16,0.868
ETHUSDT,2025-03-16 06:09:18.664,1930.09,10.6535,1930.1,74.2823
ETHUSDT,2025-03-15 23:38:25.618,1940.86,36.3145,1940.87,9.3795
LTCUSDT,2025-03-15 20:02:04.463,92.98,46.667,92.99,10.095
ETHUSDT,2025-03-15 19:14:20.892,1932.19,9.1311,1932.2,57.4064
BTCUSDT,2025-03-16 04:07:37.696,84383.75,6.25982,84383.76,0.27903
LTCUSDT,2025-03-16 02:16:46.843,91.6,157.036,91.61,3.605
BTCUSDT,2025-03-16 04:29:47.989,84288.47,0.69121,84288.48,3.75422
LTCUSDT,2025-03-16 06:47:28.182,92.45,123.789,92.46,77.227
BTCUSDT,2025-03-15 20:12:41.792,84413.85,4.10415,84413.86,1.13113
LTCUSDT,2025-03-16 00:30:02.058,92.46,49.686,92.47,64.366
BNBUSDT,2025-03-15 20:47:33.735,614.64,0.027,614.65,23.037
LTCUSDT,2025-03-16 04:52:57.140,92.34,85.199,92.35,172.908
BNBUSDT,2025-03-15 21:19:08.262,617.99,0.637,618.0,15.218
ETHUSDT,2025-03-15 20:54:38.294,1943.92,34.9102,1943.93,17.1408
LTCUSDT,2025-03-15 20:08:40.879,93.09,110.732,93.1,3.058
BNBUSDT,2025-03-15 21:24:09.490,617.57,4.51,617.58,9.135
BNBUSDT,2025-03-15 21:51:41.096,618.08,1.768,618.09,1.662
ETHUSDT,2025-03-15 20:34:17.663,1942.99,16.4084,1943.0,67.772
LTCUSDT,2025-03-15 22:56:47.544,93.12,0.112,93.13,153.241
ETHUSDT,2025-03-16 00:11:49.719,1937.59,55.6736,1937.6,1.1052
ETHUSDT,2025-03-16 03:40:28.040,1928.85,31.1708,1928.86,41.2822
XRPUSDT,2025-03-15 22:00:43.583,2.4144,2616.0,2.4145,1935.0
XRPUSDT,2025-03-16 00:56:12.490,2.4022,4196.0,2.4023,16712.0
XRPUSDT,2025-03-16 04:43:54.048,2.3856,5029.0,2.3857,18586.0
ETHUSDT,2025-03-15 21:47:39.513,1946.8,38.8821,1946.81,9.3236
LTCUSDT,2025-03-16 03:51:32.341,92.14,0.057,92.15,67.309
XRPUSDT,2025-03-16 01:10:16.418,2.4065,4331.0,2.4066,4845.0
ETHUSDT,2025-03-15 20:21:59.699,1944.42,12.7738,1944.43,82.3104
ETHUSDT,2025-03-16 02:24:48.935,1920.63,69.9256,1920.64,24.2634
XRPUSDT,2025-03-16 03:47:29.710,2.3792,6591.0,2.3793,8400.0
LTCUSDT,2025-03-15 19:45:43.738,92.9,1.875,92.91,68.728
ETHUSDT,2025-03-16 06:27:23.352,1930.03,37.7393,1930.04,34.7959
BTCUSDT,2025-03-15 23:56:31.810,84367.56,4.63433,84367.57,2.83063
LTCUSDT,2025-03-15 23:04:51.325,92.95,10.612,92.96,47.693
BTCUSDT,2025-03-16 00:29:01.839,84272.32,4.88493,84272.33,0.36224
ETHUSDT,2025-03-15 21:17:07.088,1942.46,10.9001,1942.47,36.4385
ETHUSDT,2025-03-15 23:41:26.304,1939.64,17.7069,1939.65,30.3595
BNBUSDT,2025-03-16 05:26:05.591,607.87,0.388,607.88,28.141
BTCUSDT,2025-03-16 02:29:50.118,83951.98,1.97746,83951.99,3.72015
ETHUSDT,2025-03-15 23:12:53.225,1942.33,50.5406,1942.34,12.6643
BNBUSDT,2025-03-15 22:17:22.941,617.27,1.138,617.28,48.434
BTCUSDT,2025-03-16 07:15:36.931,84007.45,1.90319,84007.46,3.81742
BNBUSDT,2025-03-16 05:45:10.176,608.32,10.017,608.33,4.247
LTCUSDT,2025-03-15 18:47:56.459,93.14,39.583,93.15,8.555
ETHUSDT,2025-03-16 04:09:38.170,1927.76,45.5449,1927.77,14.7648
LTCUSDT,2025-03-16 00:08:49.049,92.27,29.667,92.28,52.656
XRPUSDT,2025-03-16 06:51:29.375,2.3932,25344.0,2.3933,830.0
XRPUSDT,2025-03-15 20:35:18.190,2.4072,12667.0,2.4073,10383.0
BNBUSDT,2025-03-16 06:58:31.369,608.64,11.334,608.65,8.192
LTCUSDT,2025-03-16 00:52:11.152,92.6,84.086,92.61,73.052
ETHUSDT,2025-03-15 19:57:03.230,1937.58,15.3658,1937.59,44.4506
BTCUSDT,2025-03-16 03:21:06.383,84100.4,1.98816,84100.41,5.10963
BNBUSDT,2025-03-15 19:47:51.804,611.87,0.362,611.88,11.792
LTCUSDT,2025-03-16 04:37:50.850,92.33,27.62,92.34,50.34
BNBUSDT,2025-03-15 22:21:23.851,617.82,27.922,617.83,17.075
XRPUSDT,2025-03-16 06:25:22.874,2.3895,29552.0,2.3896,16730.0
XRPUSDT,2025-03-16 01:01:13.720,2.4059,16989.0,2.406,2803.0
LTCUSDT,2025-03-16 03:59:35.734,92.32,39.004,92.33,68.447
BTCUSDT,2025-03-16 03:57:34.959,84302.0,0.02333,84302.01,5.97625
ETHUSDT,2025-03-16 01:50:39.947,1925.87,9.2284,1925.88,121.3834
LTCUSDT,2025-03-15 23:17:54.666,92.77,2.476,92.78,80.562
ETHUSDT,2025-03-15 23:21:55.555,1938.41,3.3307,1938.42,91.222
ETHUSDT,2025-03-15 21:05:41.074,1944.63,8.2351,1944.64,87.156
LTCUSDT,2025-03-16 01:14:18.610,92.49,2.893,92.5,136.252
ETHUSDT,2025-03-16 02:28:49.882,1922.73,50.3332,1922.74,9.2971
BNBUSDT,2025-03-16 06:26:23.112,607.33,8.207,607.34,3.914
BTCUSDT,2025-03-16 01:18:19.504,84217.2,2.86711,84217.21,2.39539
XRPUSDT,2025-03-15 20:16:44.287,2.4068,28389.0,2.4069,8658.0
LTCUSDT,2025-03-16 04:16:40.866,92.46,37.953,92.47,10.254
LTCUSDT,2025-03-15 23:06:51.815,92.96,113.677,92.97,0.23
ETHUSDT,2025-03-16 03:03:00.571,1922.44,90.9173,1922.45,21.2737
LTCUSDT,2025-03-15 22:33:26.676,93.18,69.887,93.19,24.08
XRPUSDT,2025-03-16 00:37:03.766,2.3945,18811.0,2.3946,3569.0
LTCUSDT,2025-03-15 19:18:21.800,92.83,70.485,92.84,0.169
LTCUSDT,2025-03-16 01:35:33.448,91.96,67.338,91.97,2.828
BNBUSDT,2025-03-15 19:23:23.021,611.29,23.61,611.3,1.619
XRPUSDT,2025-03-16 00:54:11.616,2.4038,8929.0,2.4039,10021.0
ETHUSDT,2025-03-16 05:29:06.318,1931.6,123.9685,1931.61,0.9013
LTCUSDT,2025-03-15 19:39:42.221,92.79,130.943,92.8,0.285
LTCUSDT,2025-03-16 01:33:32.974,92.2,105.231,92.21,0.169
XRPUSDT,2025-03-16 04:44:54.286,2.3863,16054.0,2.3864,6.0
ETHUSDT,2025-03-16 06:01:15.714,1931.28,88.511,1931.29,9.7899
BTCUSDT,2025-03-16 06:19:20.979,84349.05,0.03998,84349.06,8.6065
XRPUSDT,2025-03-15 19:34:26.466,2.4009,8805.0,2.401,3453.0
XRPUSDT,2025-03-16 00:14:50.445,2.385,13092.0,2.3851,6562.0
LTCUSDT,2025-03-16 05:17:03.493,92.2,78.808,92.21,22.943
BTCUSDT,2025-03-16 02:54:58.480,84023.41,1.64009,84023.42,4.76877
BNBUSDT,2025-03-16 06:42:26.666,607.82,29.505,607.83,35.114
XRPUSDT,2025-03-16 03:53:33.331,2.383,805.0,2.3831,5495.0
BTCUSDT,2025-03-15 19:04:16.138,84142.01,2.25322,84142.02,1.65793
ETHUSDT,2025-03-15 23:46:27.501,1938.63,31.2104,1938.64,21.1186
BTCUSDT,2025-03-15 23:29:08.043,84305.04,0.12476,84305.05,5.67598
BTCUSDT,2025-03-15 19:58:03.499,84287.19,4.14089,84287.2,0.37634
XRPUSDT,2025-03-15 20:43:20.141,2.4081,9662.0,2.4082,9190.0
ETHUSDT,2025-03-15 19:29:25.314,1932.44,10.1993,1932.45,171.3308
XRPUSDT,2025-03-13 03:59:30.129,2.2402,7996.0,2.2403,28260.0
XRPUSDT,2025-03-15 22:07:17.901,2.4155,4000.0,2.4156,3480.0
BNBUSDT,2025-03-15 22:10:18.561,617.96,6.037,617.97,3.803
LTCUSDT,2025-03-16 02:27:49.666,91.57,47.587,91.58,113.296
BNBUSDT,2025-03-16 00:43:07.112,619.82,41.758,619.83,11.549
BNBUSDT,2025-03-16 01:58:42.350,612.99,3.075,613.0,30.053
LTCUSDT,2025-03-15 22:17:22.943,93.37,39.644,93.38,130.878
BTCUSDT,2025-03-16 04:26:47.322,84376.72,1.72544,84376.73,4.95759
XRPUSDT,2025-03-16 04:18:41.418,2.3934,467.0,2.3935,9438.0
ETHUSDT,2025-03-16 06:03:16.262,1931.87,79.7679,1931.88,3.6674
XRPUSDT,2025-03-16 01:33:32.973,2.3934,3664.0,2.3935,2829.0
BNBUSDT,2025-03-16 00:29:01.843,618.08,23.398,618.09,0.036
XRPUSDT,2025-03-16 06:18:20.741,2.3929,4495.0,2.393,2137.0
LTCUSDT,2025-03-16 05:26:05.593,92.49,113.924,92.5,23.679
ETHUSDT,2025-03-15 20:50:34.446,1944.91,12.9677,1944.92,78.3459
BTCUSDT,2025-03-16 03:10:02.187,84021.2,2.07301,84021.21,6.76836
BNBUSDT,2025-03-16 05:09:00.982,608.2,22.128,608.21,19.5
BTCUSDT,2025-03-16 05:39:08.735,84358.94,1.62532,84358.95,5.53656
BNBUSDT,2025-03-15 22:13:19.328,618.16,14.929,618.17,2.639
LTCUSDT,2025-03-16 01:43:38.316,91.98,61.866,91.99,2.775
BNBUSDT,2025-03-15 22:04:58.936,618.03,7.258,618.04,1.547
BTCUSDT,2025-03-16 05:46:10.432,84320.55,5.15113,84320.56,8.34052
LTCUSDT,2025-03-16 04:49:56.468,92.27,0.166,92.28,127.392
BTCUSDT,2025-03-15 21:38:37.379,84418.3,2.83517,84418.31,0.20591
BNBUSDT,2025-03-16 03:15:05.000,609.96,27.105,609.97,5.652
BNBUSDT,2025-03-16 01:16:19.041,615.87,3.928,615.88,12.448
ETHUSDT,2025-03-15 22:42:43.409,1940.75,20.4117,1940.76,69.8701
BTCUSDT,2025-03-16 02:57:59.161,83945.39,7.39182,83945.4,0.30469
ETHUSDT,2025-03-16 05:50:11.370,1930.29,93.3213,1930.3,33.6027
ETHUSDT,2025-03-16 02:20:47.978,1919.07,28.6419,1919.08,50.015
BTCUSDT,2025-03-15 18:45:55.995,84227.27,4.94629,84227.28,1.36964
XRPUSDT,2025-03-15 21:09:45.847,2.4165,9005.0,2.4166,9450.0
ETHUSDT,2025-03-16 02:50:57.517,1923.93,20.3385,1923.94,32.8349
BTCUSDT,2025-03-15 21:16:06.849,84285.95,0.01316,84285.96,5.07411
LTCUSDT,2025-03-16 01:11:16.658,92.6,88.929,92.61,2.152
ETHUSDT,2025-03-16 07:11:34.923,1924.43,51.769,1924.44,53.6412
BTCUSDT,2025-03-16 04:06:37.466,84355.91,1.06853,84355.92,5.43603
BNBUSDT,2025-03-16 04:37:50.151,606.95,2.229,606.96,11.075
BTCUSDT,2025-03-15 23:58:32.291,84319.23,3.59753,84319.24,2.18554
LTCUSDT,2025-03-15 22:21:23.853,93.27,19.431,93.28,104.468
LTCUSDT,2025-03-15 21:13:05.411,93.19,0.174,93.2,73.761
ETHUSDT,2025-03-16 04:24:46.289,1928.11,89.7779,1928.12,17.4034
BNBUSDT,2025-03-15 20:25:00.412,612.98,0.968,612.99,38.521
BNBUSDT,2025-03-16 01:31:32.480,614.23,40.366,614.24,1.046
ETHUSDT,2025-03-16 06:52:29.582,1931.25,91.6211,1931.26,1.1814
BTCUSDT,2025-03-16 00:17:51.759,84305.35,5.35788,84305.36,0.48767
BNBUSDT,2025-03-16 01:05:14.614,618.86,0.787,618.87,35.497
BNBUSDT,2025-03-16 04:16:40.864,608.51,11.221,608.52,8.181
XRPUSDT,2025-03-15 22:36:27.346,2.4049,8062.0,2.405,10124.0
BTCUSDT,2025-03-15 22:09:18.346,84386.83,0.1141,84386.84,6.01387
XRPUSDT,2025-03-16 07:03:32.723,2.3836,5966.0,2.3837,3628.0
ETHUSDT,2025-03-15 19:30:25.547,1932.96,38.2629,1932.97,23.9714
BTCUSDT,2025-03-16 03:23:06.831,84107.55,7.24047,84107.56,0.00116
LTCUSDT,2025-03-15 22:34:26.889,93.26,20.337,93.27,50.425
XRPUSDT,2025-03-16 02:44:55.385,2.3775,27644.0,2.3776,1008.0
LTCUSDT,2025-03-15 19:23:23.023,92.85,54.97,92.86,17.657
LTCUSDT,2025-03-15 20:57:39.042,93.16,1.555,93.17,92.081
LTCUSDT,2025-03-16 02:49:57.313,91.62,0.236,91.63,84.788
BNBUSDT,2025-03-15 19:40:42.494,611.43,0.2,611.44,26.425
XRPUSDT,2025-03-15 20:34:17.666,2.4102,10525.0,2.4103,7104.0
BTCUSDT,2025-03-16 03:50:32.122,84207.54,0.98569,84207.55,3.57233
LTCUSDT,2025-03-15 19:22:22.794,92.85,49.691,92.86,98.775
BNBUSDT,2025-03-16 05:37:08.257,608.39,6.361,608.4,19.187
ETHUSDT,2025-03-15 22:02:58.039,1949.66,77.4422,1949.67,3.1135
BTCUSDT,2025-03-15 21:37:35.497,84418.3,0.5418,84418.31,1.99817
BNBUSDT,2025-03-15 22:19:23.386,617.46,13.537,617.47,0.57
ETHUSDT,2025-03-16 02:22:48.421,1920.0,48.4916,1920.01,50.0808
XRPUSDT,2025-03-15 21:53:41.578,2.415,18.0,2.4151,11344.0
ETHUSDT,2025-03-15 22:07:17.898,1953.69,85.7036,1953.7,17.4198
LTCUSDT,2025-03-15 18:59:14.631,93.08,71.892,93.09,15.22
XRPUSDT,2025-03-16 05:13:02.229,2.3881,1109.0,2.3882,14577.0
XRPUSDT,2025-03-16 00:05:34.025,2.3859,2069.0,2.386,9984.0
BTCUSDT,2025-03-15 19:18:21.792,84227.27,2.0217,84227.28,1.52671
LTCUSDT,2025-03-15 22:30:25.902,93.22,93.001,93.23,0.22
ETHUSDT,2025-03-15 20:57:39.037,1943.49,20.9486,1943.5,43.1478
BTCUSDT,2025-03-16 02:20:47.975,83795.39,2.09711,83795.4,3.48836
LTCUSDT,2025-03-15 21:37:37.128,93.23,18.681,93.24,18.868
BTCUSDT,2025-03-16 02:55:58.710,84007.93,0.75411,84007.94,5.61489
BTCUSDT,2025-03-15 22:40:42.892,84339.1,4.26977,84339.11,1.23973
LTCUSDT,2025-03-16 06:50:29.128,92.54,15.539,92.55,23.212
ETHUSDT,2025-03-16 02:26:49.395,1923.05,5.8564,1923.06,76.548
LTCUSDT,2025-03-15 20:17:44.511,93.24,72.755,93.25,2.289
BTCUSDT,2025-03-16 00:07:34.462,84263.2,3.09318,84263.21,2.19664
ETHUSDT,2025-03-15 22:11:18.878,1951.2,0.0152,1951.21,66.0145
XRPUSDT,2025-03-16 05:22:04.679,2.3905,16166.0,2.3906,3280.0
BTCUSDT,2025-03-16 04:36:49.931,84291.33,5.35109,84291.34,1.33295
BTCUSDT,2025-03-15 23:02:50.858,84342.85,1.09517,84342.86,3.8869
LTCUSDT,2025-03-15 23:07:52.052,92.97,3.04,92.98,71.608
ETHUSDT,2025-03-16 03:52:32.564,1928.01,71.3809,1928.02,19.8592
BNBUSDT,2025-03-15 20:19:59.256,613.25,1.293,613.26,11.287
LTCUSDT,2025-03-15 22:53:46.865,93.1,0.435,93.11,149.133
BTCUSDT,2025-03-16 04:24:46.284,84376.72,7.53398,84376.73,1.6115
LTCUSDT,2025-03-16 05:08:00.755,92.33,56.742,92.34,4.934
BNBUSDT,2025-03-16 00:30:02.056,618.27,4.559,618.28,12.157
XRPUSDT,2025-03-16 04:45:54.507,2.3885,784.0,2.3886,8493.0
XRPUSDT,2025-03-16 01:20:19.982,2.4006,5221.0,2.4007,1707.0
